run_id,model,backend,fold,seed,decision_rule,arm,n,macro_f1,accuracy,delta_vs_full
unet_r34-f2-s1,unet_r34,semantic,2,1,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
unet_r34-f2-s2,unet_r34,semantic,2,2,coral,full,104,0.5,0.6153846153846154,0.0
unet_r34-f2-s2,unet_r34,semantic,2,2,coral,tyre_only,104,0.5,0.6153846153846154,0.0
unet_r34-f2-s2,unet_r34,semantic,2,2,coral,tread_only,104,0.5,0.6153846153846154,0.0
unet_r34-f2-s2,unet_r34,semantic,2,2,coral,tyre_tread_equal,104,0.5,0.6153846153846154,0.0
unet_r34-f2-s2,unet_r34,semantic,2,2,coral,full_tyre_tread_equal,104,0.5,0.6153846153846154,0.0
unet_r34-f2-s3,unet_r34,semantic,2,3,coral,full,104,1.0,1.0,0.0
unet_r34-f2-s3,unet_r34,semantic,2,3,coral,tyre_only,104,1.0,1.0,0.0
unet_r34-f2-s3,unet_r34,semantic,2,3,coral,tread_only,104,1.0,1.0,0.0
unet_r34-f2-s3,unet_r34,semantic,2,3,coral,tyre_tread_equal,104,1.0,1.0,0.0
unet_r34-f2-s3,unet_r34,semantic,2,3,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
deeplabv3plus_r34-f0-s1,deeplabv3plus_r34,semantic,0,1,coral,full,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s1,deeplabv3plus_r34,semantic,0,1,coral,tyre_only,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s1,deeplabv3plus_r34,semantic,0,1,coral,tread_only,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s1,deeplabv3plus_r34,semantic,0,1,coral,tyre_tread_equal,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s1,deeplabv3plus_r34,semantic,0,1,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s2,deeplabv3plus_r34,semantic,0,2,coral,full,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s2,deeplabv3plus_r34,semantic,0,2,coral,tyre_only,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s2,deeplabv3plus_r34,semantic,0,2,coral,tread_only,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s2,deeplabv3plus_r34,semantic,0,2,coral,tyre_tread_equal,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s2,deeplabv3plus_r34,semantic,0,2,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s3,deeplabv3plus_r34,semantic,0,3,coral,full,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s3,deeplabv3plus_r34,semantic,0,3,coral,tyre_only,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s3,deeplabv3plus_r34,semantic,0,3,coral,tread_only,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s3,deeplabv3plus_r34,semantic,0,3,coral,tyre_tread_equal,186,1.0,1.0,0.0
deeplabv3plus_r34-f0-s3,deeplabv3plus_r34,semantic,0,3,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
deeplabv3plus_r34-f1-s1,deeplabv3plus_r34,semantic,1,1,coral,full,128,0.6203703703703703,0.84375,0.0
deeplabv3plus_r34-f1-s1,deeplabv3plus_r34,semantic,1,1,coral,tyre_only,128,0.6203703703703703,0.84375,0.0
deeplabv3plus_r34-f1-s1,deeplabv3plus_r34,semantic,1,1,coral,tread_only,128,0.6203703703703703,0.84375,0.0
deeplabv3plus_r34-f1-s1,deeplabv3plus_r34,semantic,1,1,coral,tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
deeplabv3plus_r34-f1-s1,deeplabv3plus_r34,semantic,1,1,coral,full_tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
deeplabv3plus_r34-f1-s2,deeplabv3plus_r34,semantic,1,2,coral,full,128,0.7533647706061499,0.84375,0.0
deeplabv3plus_r34-f1-s2,deeplabv3plus_r34,semantic,1,2,coral,tyre_only,128,0.3149583692219351,0.390625,-0.4384064013842148
deeplabv3plus_r34-f1-s2,deeplabv3plus_r34,semantic,1,2,coral,tread_only,128,0.33476272155517445,0.40625,-0.4186020490509755
deeplabv3plus_r34-f1-s2,deeplabv3plus_r34,semantic,1,2,coral,tyre_tread_equal,128,0.3249185376159272,0.3984375,-0.4284462329902227
deeplabv3plus_r34-f1-s2,deeplabv3plus_r34,semantic,1,2,coral,full_tyre_tread_equal,128,0.3365050404209053,0.40625,-0.41685973018524464
deeplabv3plus_r34-f1-s3,deeplabv3plus_r34,semantic,1,3,coral,full,128,0.7396825396825397,0.875,0.0
deeplabv3plus_r34-f1-s3,deeplabv3plus_r34,semantic,1,3,coral,tyre_only,128,0.9771651350598719,0.984375,0.23748259537733218
deeplabv3plus_r34-f1-s3,deeplabv3plus_r34,semantic,1,3,coral,tread_only,128,0.9878687620623104,0.9921875,0.24818622237977073
deeplabv3plus_r34-f1-s3,deeplabv3plus_r34,semantic,1,3,coral,tyre_tread_equal,128,1.0,1.0,0.2603174603174603
deeplabv3plus_r34-f1-s3,deeplabv3plus_r34,semantic,1,3,coral,full_tyre_tread_equal,128,0.9650989572249414,0.9765625,0.22541641754240171
deeplabv3plus_r34-f2-s1,deeplabv3plus_r34,semantic,2,1,coral,full,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s1,deeplabv3plus_r34,semantic,2,1,coral,tyre_only,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s1,deeplabv3plus_r34,semantic,2,1,coral,tread_only,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s1,deeplabv3plus_r34,semantic,2,1,coral,tyre_tread_equal,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s1,deeplabv3plus_r34,semantic,2,1,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s2,deeplabv3plus_r34,semantic,2,2,coral,full,104,0.5,0.6153846153846154,0.0
deeplabv3plus_r34-f2-s2,deeplabv3plus_r34,semantic,2,2,coral,tyre_only,104,0.5,0.6153846153846154,0.0
deeplabv3plus_r34-f2-s2,deeplabv3plus_r34,semantic,2,2,coral,tread_only,104,0.569377990430622,0.6538461538461539,0.06937799043062198
deeplabv3plus_r34-f2-s2,deeplabv3plus_r34,semantic,2,2,coral,tyre_tread_equal,104,0.536019536019536,0.6346153846153846,0.036019536019536
deeplabv3plus_r34-f2-s2,deeplabv3plus_r34,semantic,2,2,coral,full_tyre_tread_equal,104,0.5183698672429763,0.625,0.01836986724297629
deeplabv3plus_r34-f2-s3,deeplabv3plus_r34,semantic,2,3,coral,full,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s3,deeplabv3plus_r34,semantic,2,3,coral,tyre_only,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s3,deeplabv3plus_r34,semantic,2,3,coral,tread_only,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s3,deeplabv3plus_r34,semantic,2,3,coral,tyre_tread_equal,104,1.0,1.0,0.0
deeplabv3plus_r34-f2-s3,deeplabv3plus_r34,semantic,2,3,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
segformer_b0-f0-s1,segformer_b0,semantic,0,1,coral,full,186,1.0,1.0,0.0
segformer_b0-f0-s1,segformer_b0,semantic,0,1,coral,tyre_only,186,1.0,1.0,0.0
segformer_b0-f0-s1,segformer_b0,semantic,0,1,coral,tread_only,186,1.0,1.0,0.0
segformer_b0-f0-s1,segformer_b0,semantic,0,1,coral,tyre_tread_equal,186,1.0,1.0,0.0
segformer_b0-f0-s1,segformer_b0,semantic,0,1,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
segformer_b0-f0-s2,segformer_b0,semantic,0,2,coral,full,186,1.0,1.0,0.0
segformer_b0-f0-s2,segformer_b0,semantic,0,2,coral,tyre_only,186,1.0,1.0,0.0
segformer_b0-f0-s2,segformer_b0,semantic,0,2,coral,tread_only,186,1.0,1.0,0.0
segformer_b0-f0-s2,segformer_b0,semantic,0,2,coral,tyre_tread_equal,186,1.0,1.0,0.0
segformer_b0-f0-s2,segformer_b0,semantic,0,2,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
segformer_b0-f0-s3,segformer_b0,semantic,0,3,coral,full,186,1.0,1.0,0.0
segformer_b0-f0-s3,segformer_b0,semantic,0,3,coral,tyre_only,186,1.0,1.0,0.0
segformer_b0-f0-s3,segformer_b0,semantic,0,3,coral,tread_only,186,1.0,1.0,0.0
segformer_b0-f0-s3,segformer_b0,semantic,0,3,coral,tyre_tread_equal,186,1.0,1.0,0.0
segformer_b0-f0-s3,segformer_b0,semantic,0,3,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
segformer_b0-f1-s1,segformer_b0,semantic,1,1,coral,full,128,0.6203703703703703,0.84375,0.0
segformer_b0-f1-s1,segformer_b0,semantic,1,1,coral,tyre_only,128,0.6203703703703703,0.84375,0.0
segformer_b0-f1-s1,segformer_b0,semantic,1,1,coral,tread_only,128,0.6203703703703703,0.84375,0.0
segformer_b0-f1-s1,segformer_b0,semantic,1,1,coral,tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
segformer_b0-f1-s1,segformer_b0,semantic,1,1,coral,full_tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
segformer_b0-f1-s2,segformer_b0,semantic,1,2,coral,full,128,0.7533647706061499,0.84375,0.0
segformer_b0-f1-s2,segformer_b0,semantic,1,2,coral,tyre_only,128,0.3054341463980018,0.3828125,-0.4479306242081481
segformer_b0-f1-s2,segformer_b0,semantic,1,2,coral,tread_only,128,0.3149583692219351,0.390625,-0.4384064013842148
segformer_b0-f1-s2,segformer_b0,semantic,1,2,coral,tyre_tread_equal,128,0.3048749775139414,0.3828125,-0.44848979309220854
segformer_b0-f1-s2,segformer_b0,semantic,1,2,coral,full_tyre_tread_equal,128,0.41996279384407237,0.4765625,-0.33340197676207756
segformer_b0-f1-s3,segformer_b0,semantic,1,3,coral,full,128,0.7396825396825397,0.875,0.0
segformer_b0-f1-s3,segformer_b0,semantic,1,3,coral,tyre_only,128,1.0,1.0,0.2603174603174603
segformer_b0-f1-s3,segformer_b0,semantic,1,3,coral,tread_only,128,1.0,1.0,0.2603174603174603
segformer_b0-f1-s3,segformer_b0,semantic,1,3,coral,tyre_tread_equal,128,1.0,1.0,0.2603174603174603
segformer_b0-f1-s3,segformer_b0,semantic,1,3,coral,full_tyre_tread_equal,128,1.0,1.0,0.2603174603174603
segformer_b0-f2-s1,segformer_b0,semantic,2,1,coral,full,104,1.0,1.0,0.0
segformer_b0-f2-s1,segformer_b0,semantic,2,1,coral,tyre_only,104,1.0,1.0,0.0
segformer_b0-f2-s1,segformer_b0,semantic,2,1,coral,tread_only,104,1.0,1.0,0.0
segformer_b0-f2-s1,segformer_b0,semantic,2,1,coral,tyre_tread_equal,104,1.0,1.0,0.0
segformer_b0-f2-s1,segformer_b0,semantic,2,1,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
segformer_b0-f2-s2,segformer_b0,semantic,2,2,coral,full,104,0.5,0.6153846153846154,0.0
segformer_b0-f2-s2,segformer_b0,semantic,2,2,coral,tyre_only,104,0.5530051344004833,0.6442307692307693,0.05300513440048327
segformer_b0-f2-s2,segformer_b0,semantic,2,2,coral,tread_only,104,0.5,0.6153846153846154,0.0
segformer_b0-f2-s2,segformer_b0,semantic,2,2,coral,tyre_tread_equal,104,0.5,0.6153846153846154,0.0
segformer_b0-f2-s2,segformer_b0,semantic,2,2,coral,full_tyre_tread_equal,104,0.5,0.6153846153846154,0.0
segformer_b0-f2-s3,segformer_b0,semantic,2,3,coral,full,104,1.0,1.0,0.0
segformer_b0-f2-s3,segformer_b0,semantic,2,3,coral,tyre_only,104,1.0,1.0,0.0
segformer_b0-f2-s3,segformer_b0,semantic,2,3,coral,tread_only,104,1.0,1.0,0.0
segformer_b0-f2-s3,segformer_b0,semantic,2,3,coral,tyre_tread_equal,104,1.0,1.0,0.0
segformer_b0-f2-s3,segformer_b0,semantic,2,3,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
segformer_b2-f0-s1,segformer_b2,semantic,0,1,coral,full,186,1.0,1.0,0.0
segformer_b2-f0-s1,segformer_b2,semantic,0,1,coral,tyre_only,186,1.0,1.0,0.0
segformer_b2-f0-s1,segformer_b2,semantic,0,1,coral,tread_only,186,1.0,1.0,0.0
segformer_b2-f0-s1,segformer_b2,semantic,0,1,coral,tyre_tread_equal,186,1.0,1.0,0.0
segformer_b2-f0-s1,segformer_b2,semantic,0,1,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
segformer_b2-f0-s2,segformer_b2,semantic,0,2,coral,full,186,1.0,1.0,0.0
segformer_b2-f0-s2,segformer_b2,semantic,0,2,coral,tyre_only,186,1.0,1.0,0.0
segformer_b2-f0-s2,segformer_b2,semantic,0,2,coral,tread_only,186,1.0,1.0,0.0
segformer_b2-f0-s2,segformer_b2,semantic,0,2,coral,tyre_tread_equal,186,1.0,1.0,0.0
segformer_b2-f0-s2,segformer_b2,semantic,0,2,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
segformer_b2-f0-s3,segformer_b2,semantic,0,3,coral,full,186,1.0,1.0,0.0
segformer_b2-f0-s3,segformer_b2,semantic,0,3,coral,tyre_only,186,1.0,1.0,0.0
segformer_b2-f0-s3,segformer_b2,semantic,0,3,coral,tread_only,186,1.0,1.0,0.0
segformer_b2-f0-s3,segformer_b2,semantic,0,3,coral,tyre_tread_equal,186,1.0,1.0,0.0
segformer_b2-f0-s3,segformer_b2,semantic,0,3,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
segformer_b2-f1-s1,segformer_b2,semantic,1,1,coral,full,128,0.6203703703703703,0.84375,0.0
segformer_b2-f1-s1,segformer_b2,semantic,1,1,coral,tyre_only,128,0.6203703703703703,0.84375,0.0
segformer_b2-f1-s1,segformer_b2,semantic,1,1,coral,tread_only,128,0.6203703703703703,0.84375,0.0
segformer_b2-f1-s1,segformer_b2,semantic,1,1,coral,tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
segformer_b2-f1-s1,segformer_b2,semantic,1,1,coral,full_tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
segformer_b2-f1-s2,segformer_b2,semantic,1,2,coral,full,128,0.7533647706061499,0.84375,0.0
segformer_b2-f1-s2,segformer_b2,semantic,1,2,coral,tyre_only,128,0.2946608946608946,0.375,-0.4587038759452553
segformer_b2-f1-s2,segformer_b2,semantic,1,2,coral,tread_only,128,0.37311736288718383,0.4375,-0.3802474077189661
segformer_b2-f1-s2,segformer_b2,semantic,1,2,coral,tyre_tread_equal,128,0.3249185376159272,0.3984375,-0.4284462329902227
segformer_b2-f1-s2,segformer_b2,semantic,1,2,coral,full_tyre_tread_equal,128,0.38658015415696684,0.4453125,-0.3667846164491831
segformer_b2-f1-s3,segformer_b2,semantic,1,3,coral,full,128,0.7396825396825397,0.875,0.0
segformer_b2-f1-s3,segformer_b2,semantic,1,3,coral,tyre_only,128,0.9887863247863248,0.9921875,0.24910378510378506
segformer_b2-f1-s3,segformer_b2,semantic,1,3,coral,tread_only,128,0.9762052442935295,0.984375,0.2365227046109898
segformer_b2-f1-s3,segformer_b2,semantic,1,3,coral,tyre_tread_equal,128,1.0,1.0,0.2603174603174603
segformer_b2-f1-s3,segformer_b2,semantic,1,3,coral,full_tyre_tread_equal,128,0.9771651350598719,0.984375,0.23748259537733218
segformer_b2-f2-s1,segformer_b2,semantic,2,1,coral,full,104,1.0,1.0,0.0
segformer_b2-f2-s1,segformer_b2,semantic,2,1,coral,tyre_only,104,1.0,1.0,0.0
segformer_b2-f2-s1,segformer_b2,semantic,2,1,coral,tread_only,104,1.0,1.0,0.0
segformer_b2-f2-s1,segformer_b2,semantic,2,1,coral,tyre_tread_equal,104,1.0,1.0,0.0
segformer_b2-f2-s1,segformer_b2,semantic,2,1,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
segformer_b2-f2-s2,segformer_b2,semantic,2,2,coral,full,104,0.5,0.6153846153846154,0.0
segformer_b2-f2-s2,segformer_b2,semantic,2,2,coral,tyre_only,104,0.5,0.6153846153846154,0.0
segformer_b2-f2-s2,segformer_b2,semantic,2,2,coral,tread_only,104,0.5,0.6153846153846154,0.0
segformer_b2-f2-s2,segformer_b2,semantic,2,2,coral,tyre_tread_equal,104,0.5,0.6153846153846154,0.0
segformer_b2-f2-s2,segformer_b2,semantic,2,2,coral,full_tyre_tread_equal,104,0.5,0.6153846153846154,0.0
segformer_b2-f2-s3,segformer_b2,semantic,2,3,coral,full,104,1.0,1.0,0.0
segformer_b2-f2-s3,segformer_b2,semantic,2,3,coral,tyre_only,104,1.0,1.0,0.0
segformer_b2-f2-s3,segformer_b2,semantic,2,3,coral,tread_only,104,1.0,1.0,0.0
segformer_b2-f2-s3,segformer_b2,semantic,2,3,coral,tyre_tread_equal,104,1.0,1.0,0.0
segformer_b2-f2-s3,segformer_b2,semantic,2,3,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
yolo26n_det-f0-s1,yolo26n_det,yolo,0,1,coral,full,186,1.0,1.0,0.0
yolo26n_det-f0-s1,yolo26n_det,yolo,0,1,coral,tyre_only,186,1.0,1.0,0.0
yolo26n_det-f0-s1,yolo26n_det,yolo,0,1,coral,tread_only,186,1.0,1.0,0.0
yolo26n_det-f0-s1,yolo26n_det,yolo,0,1,coral,tyre_tread_equal,186,1.0,1.0,0.0
yolo26n_det-f0-s1,yolo26n_det,yolo,0,1,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
yolo26n_det-f0-s2,yolo26n_det,yolo,0,2,coral,full,186,1.0,1.0,0.0
yolo26n_det-f0-s2,yolo26n_det,yolo,0,2,coral,tyre_only,186,1.0,1.0,0.0
yolo26n_det-f0-s2,yolo26n_det,yolo,0,2,coral,tread_only,186,1.0,1.0,0.0
yolo26n_det-f0-s2,yolo26n_det,yolo,0,2,coral,tyre_tread_equal,186,1.0,1.0,0.0
yolo26n_det-f0-s2,yolo26n_det,yolo,0,2,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
yolo26n_det-f0-s3,yolo26n_det,yolo,0,3,coral,full,186,1.0,1.0,0.0
yolo26n_det-f0-s3,yolo26n_det,yolo,0,3,coral,tyre_only,186,1.0,1.0,0.0
yolo26n_det-f0-s3,yolo26n_det,yolo,0,3,coral,tread_only,186,1.0,1.0,0.0
yolo26n_det-f0-s3,yolo26n_det,yolo,0,3,coral,tyre_tread_equal,186,1.0,1.0,0.0
yolo26n_det-f0-s3,yolo26n_det,yolo,0,3,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
yolo26n_det-f1-s1,yolo26n_det,yolo,1,1,coral,full,128,0.6203703703703703,0.84375,0.0
yolo26n_det-f1-s1,yolo26n_det,yolo,1,1,coral,tyre_only,128,0.6203703703703703,0.84375,0.0
yolo26n_det-f1-s1,yolo26n_det,yolo,1,1,coral,tread_only,128,0.6203703703703703,0.84375,0.0
yolo26n_det-f1-s1,yolo26n_det,yolo,1,1,coral,tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
yolo26n_det-f1-s1,yolo26n_det,yolo,1,1,coral,full_tyre_tread_equal,128,0.6203703703703703,0.84375,0.0
yolo26n_det-f1-s2,yolo26n_det,yolo,1,2,coral,full,128,0.7533647706061499,0.84375,0.0
yolo26n_det-f1-s2,yolo26n_det,yolo,1,2,coral,tyre_only,128,0.3149583692219351,0.390625,-0.4384064013842148
yolo26n_det-f1-s2,yolo26n_det,yolo,1,2,coral,tread_only,128,0.38248340963128574,0.4453125,-0.3708813609748642
yolo26n_det-f1-s2,yolo26n_det,yolo,1,2,coral,tyre_tread_equal,128,0.33476272155517445,0.40625,-0.4186020490509755
yolo26n_det-f1-s2,yolo26n_det,yolo,1,2,coral,full_tyre_tread_equal,128,0.38725219096606084,0.4453125,-0.3661125796400891
yolo26n_det-f1-s3,yolo26n_det,yolo,1,3,coral,full,128,0.7396825396825397,0.875,0.0
yolo26n_det-f1-s3,yolo26n_det,yolo,1,3,coral,tyre_only,128,1.0,1.0,0.2603174603174603
yolo26n_det-f1-s3,yolo26n_det,yolo,1,3,coral,tread_only,128,1.0,1.0,0.2603174603174603
yolo26n_det-f1-s3,yolo26n_det,yolo,1,3,coral,tyre_tread_equal,128,1.0,1.0,0.2603174603174603
yolo26n_det-f1-s3,yolo26n_det,yolo,1,3,coral,full_tyre_tread_equal,128,0.9525462962962963,0.96875,0.21286375661375656
yolo26n_det-f2-s1,yolo26n_det,yolo,2,1,coral,full,104,1.0,1.0,0.0
yolo26n_det-f2-s1,yolo26n_det,yolo,2,1,coral,tyre_only,104,1.0,1.0,0.0
yolo26n_det-f2-s1,yolo26n_det,yolo,2,1,coral,tread_only,104,1.0,1.0,0.0
yolo26n_det-f2-s1,yolo26n_det,yolo,2,1,coral,tyre_tread_equal,104,1.0,1.0,0.0
yolo26n_det-f2-s1,yolo26n_det,yolo,2,1,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
yolo26n_det-f2-s2,yolo26n_det,yolo,2,2,coral,full,104,0.5,0.6153846153846154,0.0
yolo26n_det-f2-s2,yolo26n_det,yolo,2,2,coral,tyre_only,104,0.569377990430622,0.6538461538461539,0.06937799043062198
yolo26n_det-f2-s2,yolo26n_det,yolo,2,2,coral,tread_only,104,0.5,0.6153846153846154,0.0
yolo26n_det-f2-s2,yolo26n_det,yolo,2,2,coral,tyre_tread_equal,104,0.5183698672429763,0.625,0.01836986724297629
yolo26n_det-f2-s2,yolo26n_det,yolo,2,2,coral,full_tyre_tread_equal,104,0.5,0.6153846153846154,0.0
yolo26n_det-f2-s3,yolo26n_det,yolo,2,3,coral,full,104,1.0,1.0,0.0
yolo26n_det-f2-s3,yolo26n_det,yolo,2,3,coral,tyre_only,104,1.0,1.0,0.0
yolo26n_det-f2-s3,yolo26n_det,yolo,2,3,coral,tread_only,104,1.0,1.0,0.0
yolo26n_det-f2-s3,yolo26n_det,yolo,2,3,coral,tyre_tread_equal,104,1.0,1.0,0.0
yolo26n_det-f2-s3,yolo26n_det,yolo,2,3,coral,full_tyre_tread_equal,104,1.0,1.0,0.0
yolo26s_det-f0-s1,yolo26s_det,yolo,0,1,coral,full,186,1.0,1.0,0.0
yolo26s_det-f0-s1,yolo26s_det,yolo,0,1,coral,tyre_only,186,1.0,1.0,0.0
yolo26s_det-f0-s1,yolo26s_det,yolo,0,1,coral,tread_only,186,1.0,1.0,0.0
yolo26s_det-f0-s1,yolo26s_det,yolo,0,1,coral,tyre_tread_equal,186,1.0,1.0,0.0
yolo26s_det-f0-s1,yolo26s_det,yolo,0,1,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
yolo26s_det-f0-s2,yolo26s_det,yolo,0,2,coral,full,186,1.0,1.0,0.0
yolo26s_det-f0-s2,yolo26s_det,yolo,0,2,coral,tyre_only,186,1.0,1.0,0.0
yolo26s_det-f0-s2,yolo26s_det,yolo,0,2,coral,tread_only,186,1.0,1.0,0.0
yolo26s_det-f0-s2,yolo26s_det,yolo,0,2,coral,tyre_tread_equal,186,1.0,1.0,0.0
yolo26s_det-f0-s2,yolo26s_det,yolo,0,2,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
yolo26s_det-f0-s3,yolo26s_det,yolo,0,3,coral,full,186,1.0,1.0,0.0
yolo26s_det-f0-s3,yolo26s_det,yolo,0,3,coral,tyre_only,186,1.0,1.0,0.0
yolo26s_det-f0-s3,yolo26s_det,yolo,0,3,coral,tread_only,186,1.0,1.0,0.0
yolo26s_det-f0-s3,yolo26s_det,yolo,0,3,coral,tyre_tread_equal,186,1.0,1.0,0.0
yolo26s_det-f0-s3,yolo26s_det,yolo,0,3,coral,full_tyre_tread_equal,186,1.0,1.0,0.0
yolo26s_det-f1-s1,yolo26s_det,yolo,1,1,coral,full,128,0.6203703703703703,0.84375,0.0
yolo26s_det-f1-s1,yolo26s_det,yolo,1,1,coral,tyre_only,128,0.6203703703703703,0.84375,0.0
